@issn_type_id:=idns_id
7
@eissn_type_id:=idns_id
6
@doi_type_id:=idns_id
8
@e_issn2_type_id:=idns_id
91
ti_id	ISBN	EISSN	DOI	EISSN2	tipp_coverage_note
12705	0079-1946	NULL	NULL	NULL	Now:Physics and Chemistry of the Earth, Part A:Solid Earth and Geodesy,  Physics and Chemistry of the Earth, Part B:Hydrology, Oceans and Atmosphere and   Physics and Chemistry of the Earth, Part C:Solar, Terrestrial & Planetary Science 
12710	0031-9163	NULL	NULL	NULL	Now:Physics Letters A and  Physics Letters B 
12719	0048-4059	NULL	NULL	NULL	Now:Physiological and Molecular Plant Pathology 
12730	0304-4211	NULL	NULL	NULL	Now:Plant Science 
12731	0278-6222	NULL	NULL	NULL	Now:Transfusion Science 
12741	0260-9827	NULL	NULL	NULL	Now:Political Geography 
12748	0144-2880	NULL	NULL	NULL	Merged:Polymer Degradation and Stability 
12761	1573-2088	NULL	NULL	NULL	Now:CVD Prevention and Control 
12785	1062-2888	NULL	NULL	NULL	Now:Symposium on Combustion and Flame, and Explosion Phenomena 
12794	0146-3535	NULL	NULL	NULL	Now:Progress in Crystal Growth and Characterization of Materials 
12797	0955-2235	NULL	NULL	NULL	Now:Cytokine & Growth Factor Reviews 
12801	0502-8205	NULL	NULL	NULL	Now:Progress in Materials Science 
12804	0364-7722	NULL	NULL	NULL	Now:Progress in Neuro-Psychopharmacology and Biological Psychiatry 
12817	0278-4327	NULL	NULL	NULL	Now:Progress in Retinal and Eye Research 
12820	0079-6832	NULL	NULL	NULL	Now:Progress in Lipid Research 
12822	0090-6980	NULL	NULL	NULL	Now:Prostaglandins & Other Lipid Mediators 
12824	0161-4630	NULL	NULL	NULL	Now:Prostaglandins, Leukotrienes and Medicine 
12841	0952-0600	NULL	NULL	NULL	Now:Pulmonary Pharmacology & Therapeutics 
12849	1164-6756	NULL	NULL	NULL	Now:Réanimation 
12852	0033-7560	NULL	NULL	NULL	Now:Environmental and Experimental Botany 
12862	0222-0776	NULL	NULL	NULL	Now:ITBM-RBM News 
12865	0167-6989	NULL	NULL	NULL	Now:Reactive Polymers 
12869	1471-0846	NULL	NULL	NULL	Now:Renewable Energy Focus 
12870	0034-3331	NULL	NULL	NULL	Now:Regional Science and Urban Economics 
12877	0143-8174	NULL	NULL	NULL	Now:Reliability Engineering & System Safety 
12883	1428-2267	NULL	NULL	NULL	Now:Reports of Practical Oncology & Radiotherapy 
12894	0923-2494	NULL	NULL	NULL	Merged:Microbes and Infection 
12903	0923-2516	NULL	NULL	NULL	Merged:Microbes and Infection 
12907	0304-3967	NULL	NULL	NULL	Now:Resources and Conservation 
12909	0165-0572	NULL	NULL	NULL	Now:Resource and Energy Economics 
12912	0034-5687	NULL	NULL	NULL	Now:Respiratory Physiology & Neurobiology 
12916	1755-0017	NULL	NULL	NULL	Now:Respiratory Medicine Case Reports 
12931	1471-7697	NULL	NULL	NULL	Now:Reviews in Gynaecological and Perinatal Practice 
12943	0482-5985	NULL	NULL	NULL	Now:Revista Española de Cirugía Ortopédica y Traumatología 
12959	0212-6982	NULL	NULL	NULL	Now:Revista Española de Medicina Nuclear e Imagen Molecular 
12960	1578-200X	NULL	NULL	NULL	Now:Revista Española de Medicina Nuclear e Imagen Molecular (English Edition) 
12983	0035-1040	NULL	NULL	NULL	Now:Revue de Chirurgie Orthopédique et Traumatologique 
12988	0370-4475	NULL	NULL	NULL	Now:Neurophysiologie Clinique/Clinical Neurophysiology 
12994	0370-4688	NULL	NULL	NULL	Now:Revue Française d'Allergologie (1970) 
13001	0338-9898	NULL	NULL	NULL	Now:Revue Francophone des Laboratoires 
13004	0035-3159	NULL	NULL	NULL	Now:International Journal of Thermal Sciences 
13009	0035-5054	NULL	NULL	NULL	Now:Research in Economics 
13010	0167-8493	NULL	NULL	NULL	Now:Robotics and Autonomous Systems 
13016	1935-9810	NULL	NULL	NULL	Now:The International Journal of Spine Surgery 
13021	0962-9262	NULL	NULL	NULL	Now:International Business Review 
13023	0281-7527	NULL	NULL	NULL	Now:Scandinavian Journal of Management 
13032	0925-6164	NULL	NULL	NULL	Merged:Early Human Development 
13034	0036-9748	NULL	NULL	NULL	Now:Scripta Metallurgica et Materialia 
13041	0277-0326	NULL	NULL	NULL	Merged:Journal of Critical Care 
13044	1055-937X	NULL	NULL	NULL	Now:Journal of Exotic Pet Medicine 
13048	1043-4682	NULL	NULL	NULL	Now:Seminars in Cell & Developmental Biology 
13052	1044-5781	NULL	NULL	NULL	Merged:Seminars in Cell & Developmental Biology 
13058	1084-2756	NULL	NULL	NULL	Now:Seminars in Fetal and Neonatal Medicine 
13078	0250-6874	NULL	NULL	NULL	Now:Sensors and Actuators A:Physical and  Sensors and Actuators B:Chemical 
13082	0956-9618	NULL	NULL	NULL	Merged:Separation and Purification Technology 
13084	0888-0786	NULL	NULL	NULL	Now:Opportunistic Pathogens 
13091	0928-4869	NULL	NULL	NULL	Now:Simulation Modelling Practice and Theory 
13100	0037-7856	NULL	NULL	NULL	Now:Social Science & Medicine. Part A:Medical Psychology & Medical Sociology,  Social Science & Medicine. Part B:Medical Anthropology,  Social Science & Medicine. Part C:Medical Economics and  Social Science & Medicine. Part D:Medical Geography 
13105	0271-5384	NULL	NULL	NULL	Merged:Social Science & Medicine 
13106	0271-5392	NULL	NULL	NULL	Merged:Social Science & Medicine 
13107	0143-6236	NULL	NULL	NULL	Now:International Journal of Information Management 
13114	0933-3630	NULL	NULL	NULL	Merged:Soil and Tillage Research 
13116	0741-983X	NULL	NULL	NULL	Merged:Renewable Energy 
13117	0379-6787	NULL	NULL	NULL	Merged:Solar Energy Materials and Solar Cells 
13119	0165-1633	NULL	NULL	NULL	Merged:Solar Energy Materials and Solar Cells 
13131	0371-1951	NULL	NULL	NULL	Now:Spectrochimica Acta Part A:Molecular Spectroscopy and  Spectrochimica Acta Part B:Atomic Spectroscopy 
13154	0968-5677	NULL	NULL	NULL	Merged:Materials Science and Engineering:C 
13157	0167-2584	NULL	NULL	NULL	Merged:Surface Science 
13164	0090-3019	NULL	NULL	NULL	Now:World Neurosurgery 
13186	1477-3627	NULL	NULL	NULL	Now:Drug Discovery Today:TARGETS 
13193	0099-3964	NULL	NULL	NULL	Now:Technological Forecasting and Social Change 
13219	1037-2091	NULL	NULL	NULL	Now:The Asia Pacific Journal of Thoracic & Cardiovascular Surgery 
13224	0950-5601	NULL	NULL	NULL	Now:Animal Behaviour 
13225	1466-2108	NULL	NULL	NULL	Now:Clinical Chiropractic 
13227	0300-9467	NULL	NULL	NULL	Now:The Chemical Engineering Journal and the Biochemical Engineering Journal 
13229	0022-5428	NULL	NULL	NULL	Now:Journal of World Business 
13238	0272-2380	NULL	NULL	NULL	Now:English for Specific Purposes 
13241	0072-968X	NULL	NULL	NULL	Now:The Journal of Hand Surgery:British & European Volume 
13246	0020-708X	NULL	NULL	NULL	Now:International Journal of Radiation Applications and Instrumentation. Part A. Applied Radiation and Isotopes 
13265	0743-1066	NULL	NULL	NULL	Now:The Journal of Logic and Algebraic Programming 
13267	1571-8913	NULL	NULL	NULL	Now:Journal of Men's Health 
13279	1741-6280	NULL	NULL	NULL	Now:International Journal of Surgery 
13280	1074-3804	NULL	NULL	NULL	Now:Journal of Minimally Invasive Gynecology 
13281	1876-4983	NULL	NULL	NULL	Now:Journal of the American College of Clinical Wound Specialists 
13326	0980-9090	NULL	NULL	NULL	Now:Immuno-analyse & Biologie Spécialisée 
13328	0007-1536	NULL	NULL	NULL	Now:Mycological Research 
13330	0372-1248	NULL	NULL	NULL	Now:Revue Française de Transfusion 
13341	0041-1647	NULL	NULL	NULL	Now:Transportation Research Part A:General and  Transportation Research Part B:Methodological 
13370	0041-2678	NULL	NULL	NULL	Now:Tribology International 
13373	0041-3879	NULL	NULL	NULL	Now:Tubercle and Lung Disease 
13385	0304-4009	NULL	NULL	NULL	Merged:Landscape and Urban Planning 
13389	0923-2524	NULL	NULL	NULL	Now:Médecine de Catastrophe - urgences collectives 
13428	0148-0685	NULL	NULL	NULL	Now:Women's Studies International Forum 
13436	1431-7621	NULL	NULL	NULL	Now:Zeitschrift für Evidenz, Fortbildung und Qualität im Gesundheitswesen 
13439	0300-872X	NULL	NULL	NULL	Now:Zeitschrift für Immunitätsforschung:Immunobiology 
13441	0044-328X	NULL	NULL	NULL	Now:Journal of Plant Physiology 
13446	0044-4057	NULL	NULL	NULL	Now:Zentralblatt für Bakteriologie, Parasitenkunde, Infektionskrankheiten und Hygiene. Zweite Naturwissenschaftliche Abteilung:Mikrobiologie der Landwirtschaft, der Technologie und des Umweltschutzes 
13448	0172-5599	NULL	NULL	NULL	Now:Zentralblatt für Bakteriologie, Mikrobiologie und Hygiene. 1. Abt. Originale. A, Medizinische Mikrobiologie, Infektionskrankheiten und Parasitologie 
13449	0172-5564	NULL	NULL	NULL	Now:Zentralblatt für Bakteriologie Mikrobiologie und Hygiene:I. Abt. Originale C:Allgemeine, angewandte und ökologische Mikrobiologie 
13450	0934-8859	NULL	NULL	NULL	Now:International Journal of Hygiene and Environmental Health 
13452	0144-2449	NULL	NULL	NULL	Merged:Microporous and Mesoporous Materials 
13455	0927-0507	NULL	NULL	NULL	Now:Surveys in Operations Research and Management Science
13580	0006-7431	NULL	NULL	NULL	Absorbed
13581	0068-5895	NULL	NULL	NULL	Absorbed
13593	0739-8301	NULL	NULL	NULL	Absorbed
13605	0020-8027	NULL	NULL	NULL	Now: IMF Economic Review. Continues: IMF Staff Papers (1999-2010)
13622	0042-577X	NULL	NULL	NULL	Absorbed
13626	1940-641X	NULL	NULL	NULL	Absorbed
13630	0506-9823	NULL	NULL	NULL	Absorbed
13632	0043-4078	NULL	NULL	NULL	Absorbed
13685	2157-1147	NULL	NULL	NULL	Absorbed
13687	0002-7596	NULL	NULL	NULL	Absorbed
13688	2158-7485	NULL	NULL	NULL	Absorbed
13689	2159-8363	NULL	NULL	NULL	Absorbed
13690	2162-044X	NULL	NULL	NULL	Absorbed
13693	0015-8356	NULL	NULL	NULL	Absorbed
13700	2304-7550	NULL	NULL	NULL	Absorbed
13701	2304-7534	NULL	NULL	NULL	Absorbed
13703	0022-6793	NULL	NULL	NULL	Absorbed
13705	2158-9240	NULL	NULL	NULL	Absorbed
13706	2158-7450	NULL	NULL	NULL	Absorbed
13707	2158-7477	NULL	NULL	NULL	Absorbed
13709	0034-0855	NULL	NULL	NULL	Absorbed
13713	2158-7469	NULL	NULL	NULL	Absorbed
13716	0885-856X	NULL	NULL	NULL	Absorbed
13719	1532-5059	NULL	NULL	NULL	Absorbed
13724	0741-7918	NULL	NULL	NULL	Absorbed
13726	0003-4851	NULL	NULL	NULL	Absorbed
13730	1368-0382	NULL	NULL	NULL	Absorbed
13731	0156-7365	NULL	NULL	NULL	Absorbed
13732	0067-8503	NULL	NULL	NULL	Absorbed
13733	0148-6179	NULL	NULL	NULL	Absorbed
13740	1536-1489	NULL	NULL	NULL	Absorbed
13742	0014-7354	NULL	NULL	NULL	Absorbed
13743	0363-6917	NULL	NULL	NULL	Absorbed
13744	1466-9404	NULL	NULL	NULL	Absorbed
13745	0362-4056	NULL	NULL	NULL	Absorbed
13746	0190-3187	NULL	NULL	NULL	Absorbed
13747	0162-2749	NULL	NULL	NULL	Absorbed
13748	1526-422X	NULL	NULL	NULL	Absorbed
13751	1356-0123	NULL	NULL	NULL	Absorbed
13754	0740-9168	NULL	NULL	NULL	Absorbed
13755	0364-281X	NULL	NULL	NULL	Absorbed
13758	0885-3525	NULL	NULL	NULL	Absorbed
13759	0095-9006	NULL	NULL	NULL	Absorbed
13762	0022-2992	NULL	NULL	NULL	Absorbed
13764	0160-9335	NULL	NULL	NULL	Absorbed
13769	0959-5295	NULL	NULL	NULL	Absorbed
13770	1356-0131	NULL	NULL	NULL	Absorbed
13771	1368-0358	NULL	NULL	NULL	Absorbed
13772	1368-0374	NULL	NULL	NULL	Absorbed
13773	0307-3114	NULL	NULL	NULL	Absorbed
13774	0952-8385	NULL	NULL	NULL	Absorbed
13775	0035-9238	NULL	NULL	NULL	Absorbed
13776	0035-9246	NULL	NULL	NULL	Absorbed
13778	0368-4245	NULL	NULL	NULL	Absorbed
13779	0887-459X	NULL	NULL	NULL	Absorbed
13780	0959-5341	NULL	NULL	NULL	Absorbed
13781	0025-1496	NULL	NULL	NULL	Absorbed
13782	0891-6837	NULL	NULL	NULL	Absorbed
13784	0026-3397	NULL	NULL	NULL	Absorbed
13785	0161-391X	NULL	NULL	NULL	Absorbed
13786	0149-6611	NULL	NULL	NULL	Absorbed
13787	0028-2480	NULL	NULL	NULL	Absorbed
13788	1530-2199	NULL	NULL	NULL	Absorbed
13789	0029-0564	NULL	NULL	NULL	Absorbed
13795	1523-8431	NULL	NULL	NULL	Absorbed
13796	1169-1018	NULL	NULL	NULL	Absorbed
13800	2046-5890	NULL	NULL	NULL	Absorbed
13801	1049-7498	NULL	NULL	NULL	Absorbed
13802	1522-5437	NULL	NULL	NULL	Absorbed
13803	1522-5445	NULL	NULL	NULL	Absorbed
13804	0307-6776	NULL	NULL	NULL	Absorbed
13805	0277-903X	NULL	NULL	NULL	Absorbed
13811	0147-829X	NULL	NULL	NULL	Absorbed
13812	0038-0431	NULL	NULL	NULL	Absorbed
13814	0081-8658	NULL	NULL	NULL	Absorbed
13815	1466-6162	NULL	NULL	NULL	Absorbed
13817	1356-014X	NULL	NULL	NULL	Absorbed
13818	1368-0366	NULL	NULL	NULL	Absorbed
13819	1526-4211	NULL	NULL	NULL	Absorbed
13820	1525-6979	NULL	NULL	NULL	Absorbed
13823	1524-4555	NULL	NULL	NULL	Absorbed
13824	0738-0526	NULL	NULL	NULL	Absorbed
13825	0001-9992	NULL	NULL	NULL	Absorbed
13826	0568-1537	NULL	NULL	NULL	Absorbed
13827	0095-1390	NULL	NULL	NULL	Absorbed
13830	1540-5079	NULL	NULL	NULL	Absorbed
13831	1062-0516	NULL	NULL	NULL	Absorbed
13832	1049-7544	NULL	NULL	NULL	Absorbed
13833	0364-1686	NULL	NULL	NULL	Absorbed
13835	0361-5448	NULL	NULL	NULL	Absorbed
13836	1533-6689	NULL	NULL	NULL	Absorbed
13837	0361-915X	NULL	NULL	NULL	Absorbed
13838	0005-8556	NULL	NULL	NULL	Absorbed
13839	0099-4987	NULL	NULL	NULL	Absorbed
13841	0305-6139	NULL	NULL	NULL	Absorbed
13842	0525-1370	NULL	NULL	NULL	Absorbed
13844	0190-5929	NULL	NULL	NULL	Absorbed
13845	1356-1898	NULL	NULL	NULL	Absorbed
13846	1474-6913	NULL	NULL	NULL	Absorbed
13847	0315-4890	NULL	NULL	NULL	Absorbed
13851	0731-4086	NULL	NULL	NULL	Absorbed
13852	0383-6258	NULL	NULL	NULL	Absorbed
13853	1540-8256	NULL	NULL	NULL	Absorbed
13854	0014-7214	NULL	NULL	NULL	Absorbed
13855	0886-0394	NULL	NULL	NULL	Absorbed
13856	0362-8949	NULL	NULL	NULL	Absorbed
13857	1651-3215	NULL	NULL	NULL	Absorbed
13859	0160-2810	NULL	NULL	NULL	Absorbed
13861	0162-8607	NULL	NULL	NULL	Absorbed
13863	1473-8104	NULL	NULL	NULL	Absorbed
13864	1473-8112	NULL	NULL	NULL	Absorbed
13866	0538-8716	NULL	NULL	NULL	Absorbed
13868	0885-3118	NULL	NULL	NULL	Absorbed
13872	1532-1282	NULL	NULL	NULL	Absorbed
13873	1536-0393	NULL	NULL	NULL	Absorbed
13874	1536-0407	NULL	NULL	NULL	Absorbed
13876	1473-7981	NULL	NULL	NULL	Absorbed
13877	0368-4016	NULL	NULL	NULL	Absorbed
13878	0266-6235	NULL	NULL	NULL	Absorbed
13879	1473-799X	NULL	NULL	NULL	Absorbed
13880	1538-1420	NULL	NULL	NULL	Absorbed
13881	0885-7059	NULL	NULL	NULL	Absorbed
13883	1539-557X	NULL	NULL	NULL	Absorbed
13884	0543-2499	NULL	NULL	NULL	Absorbed
13886	1536-0385	NULL	NULL	NULL	Absorbed
13887	0888-0328	NULL	NULL	NULL	Absorbed
13888	0047-7265	NULL	NULL	NULL	Absorbed
13890	1539-5588	NULL	NULL	NULL	Absorbed
13892	1546-315X	NULL	NULL	NULL	Absorbed
13893	0738-2618	NULL	NULL	NULL	Absorbed
13896	0315-7725	NULL	NULL	NULL	Absorbed
13898	0885-6818	NULL	NULL	NULL	Absorbed
13900	0885-6826	NULL	NULL	NULL	Absorbed
13901	0266-626X	NULL	NULL	NULL	Absorbed
13902	1478-615X	NULL	NULL	NULL	Absorbed
13903	0030-8269	NULL	NULL	NULL	Absorbed
13904	0270-8647	NULL	NULL	NULL	Absorbed
13905	0952-2344	NULL	NULL	NULL	Absorbed
13906	0886-3040	NULL	NULL	NULL	Absorbed
13907	0036-8539	NULL	NULL	NULL	Absorbed
13908	0080-987X	NULL	NULL	NULL	Absorbed
13912	1535-0940	NULL	NULL	NULL	Absorbed
13913	1535-0959	NULL	NULL	NULL	Absorbed
13914	0038-5859	NULL	NULL	NULL	Absorbed
13915	0952-2336	NULL	NULL	NULL	Absorbed
13916	1478-4009	NULL	NULL	NULL	Absorbed
13917	1478-4017	NULL	NULL	NULL	Absorbed
13918	0065-9711	NULL	NULL	NULL	Absorbed
13919	0271-4442	NULL	NULL	NULL	Absorbed
13920	1541-4132	NULL	NULL	NULL	Absorbed
13921	0049-4925	NULL	NULL	NULL	Absorbed
13928	1550-3283	NULL	NULL	NULL	Absorbed
13929	0564-4429	NULL	NULL	NULL	Absorbed
13930	0886-2192	NULL	NULL	NULL	Absorbed
13941	0385-2342	NULL	NULL	NULL	Absorbed
13943	0190-3578	NULL	NULL	NULL	Absorbed
13944	1571-9529	NULL	NULL	NULL	Absorbed
13945	0884-674X	NULL	NULL	NULL	Absorbed
13946	0991-9228	NULL	NULL	NULL	Absorbed
13947	1539-8692	NULL	NULL	NULL	Absorbed
13948	0535-0867	NULL	NULL	NULL	Absorbed
13949	0146-1257	NULL	NULL	NULL	Absorbed
13950	1544-4708	NULL	NULL	NULL	Absorbed
13951	0044-9466	NULL	NULL	NULL	Absorbed
13952	0895-0571	NULL	NULL	NULL	Absorbed
13953	0272-8192	NULL	NULL	NULL	Absorbed
13954	0026-3419	NULL	NULL	NULL	Absorbed
13955	0035-7626	NULL	NULL	NULL	Absorbed
13957	0951-0788	NULL	NULL	NULL	Absorbed
13958	1556-1283	NULL	NULL	NULL	Absorbed
13959	0161-3936	NULL	NULL	NULL	Absorbed
13961	1543-6322	NULL	NULL	NULL	Absorbed
13964	0588-7356	NULL	NULL	NULL	Absorbed
13967	0012-5962	NULL	NULL	NULL	Absorbed
13969	0013-1989	NULL	NULL	NULL	Absorbed
13973	1744-2524	NULL	NULL	NULL	Absorbed
13974	1744-1994	NULL	NULL	NULL	Absorbed
13975	0388-0370	NULL	NULL	NULL	Absorbed
13980	1749-3382	NULL	NULL	NULL	Absorbed
13983	0190-5953	NULL	NULL	NULL	Absorbed
13985	1549-0076	NULL	NULL	NULL	Absorbed
13986	0047-1208	NULL	NULL	NULL	Absorbed
13989	0149-2993	NULL	NULL	NULL	Absorbed
13990	0075-2789	NULL	NULL	NULL	Absorbed
13992	0047-2239	NULL	NULL	NULL	Absorbed
13993	0885-2758	NULL	NULL	NULL	Absorbed
13998	1544-9890	NULL	NULL	NULL	Absorbed
13999	0885-9884	NULL	NULL	NULL	Absorbed
14000	0950-7922	NULL	NULL	NULL	Absorbed
14001	1549-9804	NULL	NULL	NULL	Absorbed
14003	1069-8337	NULL	NULL	NULL	Absorbed
14004	1550-0349	NULL	NULL	NULL	Absorbed
14006	0959-2024	NULL	NULL	NULL	Absorbed
14007	0004-5810	NULL	NULL	NULL	Absorbed
14016	0378-8903	NULL	NULL	NULL	Absorbed
14017	1539-3666	NULL	NULL	NULL	Absorbed
14023	0958-8434	NULL	NULL	NULL	Absorbed
14025	1551-7438	NULL	NULL	NULL	Absorbed
14026	0380-0598	NULL	NULL	NULL	Absorbed
14027	0192-6950	NULL	NULL	NULL	Absorbed
14028	1749-3390	NULL	NULL	NULL	Absorbed
14030	0190-5937	NULL	NULL	NULL	Absorbed
14031	0190-5945	NULL	NULL	NULL	Absorbed
14033	1543-6314	NULL	NULL	NULL	Absorbed
14037	0958-8442	NULL	NULL	NULL	Absorbed
14038	0080-4452	NULL	NULL	NULL	Absorbed
14039	0884-6758	NULL	NULL	NULL	Absorbed
14040	0435-1185	NULL	NULL	NULL	Absorbed
14041	1549-0068	NULL	NULL	NULL	Absorbed
14042	0889-6585	NULL	NULL	NULL	Absorbed
14046	0361-1299	NULL	NULL	NULL	Absorbed
14047	1612-0124	NULL	NULL	NULL	Absorbed
14049	0890-4901	NULL	NULL	NULL	Absorbed
14050	0038-2868	NULL	NULL	NULL	Absorbed
14052	0038-321X	NULL	NULL	NULL	Absorbed
14055	0039-3266	NULL	NULL	NULL	Absorbed
14056	0273-4354	NULL	NULL	NULL	Absorbed
14057	0921-3260	NULL	NULL	NULL	Absorbed
14059	0042-3874	NULL	NULL	NULL	Absorbed
14060	1539-3682	NULL	NULL	NULL	Absorbed
14061	1539-3674	NULL	NULL	NULL	Absorbed
14062	0886-800X	NULL	NULL	NULL	Absorbed
14066	0146-4949	NULL	NULL	NULL	Absorbed
14069	0316-6082	NULL	NULL	NULL	Absorbed
14074	0361-9486	NULL	NULL	NULL	Absorbed
14078	1547-6154	NULL	NULL	NULL	Absorbed
14080	1558-3813	NULL	NULL	NULL	Absorbed
14081	1558-3562	NULL	NULL	NULL	Absorbed
14082	1558-3538	NULL	NULL	NULL	Absorbed
14084	0306-3704	NULL	NULL	NULL	Absorbed
14087	1043-1500	NULL	NULL	NULL	Absorbed
14090	0591-2202	NULL	NULL	NULL	Absorbed
14091	0098-2881	NULL	NULL	NULL	Absorbed
14092	1545-5890	NULL	NULL	NULL	Absorbed
14095	0078-4931	NULL	NULL	NULL	Absorbed
14096	1553-8729	NULL	NULL	NULL	Absorbed
14098	1555-4023	NULL	NULL	NULL	Absorbed
14100	1545-5858	NULL	NULL	NULL	Absorbed
14101	1545-5904	NULL	NULL	NULL	Absorbed
14105	1479-5930	NULL	NULL	NULL	Absorbed
14108	1479-5949	NULL	NULL	NULL	Absorbed
14110	0885-2731	NULL	NULL	NULL	Absorbed
14112	0022-0205	NULL	NULL	NULL	Absorbed
14113	0362-9791	NULL	NULL	NULL	Absorbed
14114	1047-3483	NULL	NULL	NULL	Absorbed
14118	0142-2774	NULL	NULL	NULL	Absorbed
14119	1535-3990	NULL	NULL	NULL	Absorbed
14120	1535-4016	NULL	NULL	NULL	Absorbed
14121	0885-4173	NULL	NULL	NULL	Absorbed
14122	0096-3984	NULL	NULL	NULL	Absorbed
14123	1479-5973	NULL	NULL	NULL	Absorbed
14128	0542-4917	NULL	NULL	NULL	Absorbed
14131	0026-3745	NULL	NULL	NULL	Absorbed
14132	0276-5187	NULL	NULL	NULL	Absorbed
14133	0160-1997	NULL	NULL	NULL	Absorbed
14135	1559-2464	NULL	NULL	NULL	Absorbed
14136	1559-2472	NULL	NULL	NULL	Absorbed
14137	1473-284X	NULL	NULL	NULL	Absorbed
14138	0030-3623	NULL	NULL	NULL	Absorbed
14140	1473-2858	NULL	NULL	NULL	Absorbed
14142	0078-7787	NULL	NULL	NULL	Absorbed
14143	1479-1226	NULL	NULL	NULL	Absorbed
14144	1535-4024	NULL	NULL	NULL	Absorbed
14146	1044-8039	NULL	NULL	NULL	Absorbed
14147	0361-6681	NULL	NULL	NULL	Absorbed
14148	0307-9023	NULL	NULL	NULL	Absorbed
14149	1535-4008	NULL	NULL	NULL	Absorbed
14150	0036-6773	NULL	NULL	NULL	Absorbed
14151	1949-0038	NULL	NULL	NULL	Absorbed
14156	1479-1234	NULL	NULL	NULL	Absorbed
14157	0163-2647	NULL	NULL	NULL	Absorbed
14159	0749-9833	NULL	NULL	NULL	Absorbed
14160	1547-1357	NULL	NULL	NULL	Absorbed
14163	0737-5840	NULL	NULL	NULL	Absorbed
14166	1866-6167	NULL	NULL	NULL	Absorbed
14167	1866-6175	NULL	NULL	NULL	Absorbed
14168	0003-441X	NULL	NULL	NULL	Absorbed
14169	1243-2563	NULL	NULL	NULL	Absorbed
14170	1243-258X	NULL	NULL	NULL	Absorbed
14172	0362-7861	NULL	NULL	NULL	Absorbed
14173	1534-5920	NULL	NULL	NULL	Absorbed
14174	1948-1608	NULL	NULL	NULL	Absorbed
14175	1948-1594	NULL	NULL	NULL	Absorbed
14177	1945-2926	NULL	NULL	NULL	Absorbed
14179	0004-1408	NULL	NULL	NULL	Absorbed
